Participant,Item,Preview,Predictability,Condition,FFD,GD
y46hn,65,I,H,IH,461,641
y46hn,66,I,H,IH,368,527
y46hn,67,I,H,IH,309,464
y46hn,68,I,H,IH,173,173
y46hn,69,I,H,IH,457,647
y46hn,70,I,H,IH,412,562
y46hn,71,I,H,IH,264,394
y46hn,72,I,H,IH,351,522
y46hn,73,I,H,IH,247,247
y46hn,74,I,H,IH,342,342
y46hn,75,I,H,IH,341,472
y46hn,76,I,H,IH,271,271
y46hn,77,I,H,IH,318,533
y46hn,78,I,H,IH,512,512
y46hn,79,I,H,IH,358,537
y46hn,80,I,H,IH,418,548
y47zjc,1,I,L,IL,490,490
y47zjc,2,I,L,IL,281,281
y47zjc,3,I,L,IL,777,878
y47zjc,4,I,L,IL,187,187
y47zjc,5,I,L,IL,609,609
y47zjc,6,I,L,IL,133,133
y47zjc,7,I,L,IL,202,202
y47zjc,8,I,L,IL,328,328
y47zjc,9,I,L,IL,669,1073
y47zjc,10,I,L,IL,502,701
y47zjc,11,I,L,IL,488,488
y47zjc,12,I,L,IL,221,221
y47zjc,13,I,L,IL,452,846
y47zjc,14,I,L,IL,357,357
y47zjc,16,I,L,IL,597,1027
y47zjc,17,I,L,IL,464,1183
y47zjc,22,V,L,VL,209,209
y47zjc,23,V,L,VL,226,226
y47zjc,24,V,L,VL,NA,NA
y47zjc,25,V,L,VL,276,276
y47zjc,27,V,L,VL,265,265
y47zjc,28,V,L,VL,292,292
y47zjc,30,V,L,VL,268,268
y47zjc,31,V,L,VL,185,451
y47zjc,32,V,L,VL,237,237
y47zjc,33,V,L,VL,243,243
y47zjc,35,V,L,VL,159,159
y47zjc,36,V,L,VL,259,259
y47zjc,37,V,L,VL,224,224
y47zjc,39,V,L,VL,186,407
y47zjc,40,V,L,VL,211,378
y47zjc,42,I,H,IH,544,941
y47zjc,43,I,H,IH,319,962
y47zjc,44,I,H,IH,218,1369
y47zjc,46,I,H,IH,601,1533
y47zjc,48,I,H,IH,478,948
y47zjc,49,I,H,IH,467,1604
y47zjc,51,I,H,IH,638,638
y47zjc,52,I,H,IH,NA,NA
y47zjc,53,I,H,IH,210,210
y47zjc,54,I,H,IH,NA,NA
y47zjc,55,I,H,IH,526,1517
y47zjc,56,I,H,IH,269,269
y47zjc,58,I,H,IH,616,616
y47zjc,60,I,H,IH,124,124
y47zjc,61,V,H,VH,134,134
y47zjc,62,V,H,VH,185,332
y47zjc,63,V,H,VH,249,414
y47zjc,64,V,H,VH,NA,NA
y47zjc,65,V,H,VH,164,164
y47zjc,68,V,H,VH,NA,NA
y47zjc,69,V,H,VH,180,180
y47zjc,71,V,H,VH,241,241
y47zjc,72,V,H,VH,195,195
y47zjc,73,V,H,VH,175,175
y47zjc,74,V,H,VH,364,364
y47zjc,75,V,H,VH,241,241
y47zjc,76,V,H,VH,203,203
y47zjc,77,V,H,VH,188,188
y47zjc,78,V,H,VH,279,430
y47zjc,79,V,H,VH,194,194
y48kl,1,V,L,VL,269,269
y48kl,3,V,L,VL,NA,NA
y48kl,4,V,L,VL,297,297
y48kl,5,V,L,VL,215,215
y48kl,6,V,L,VL,NA,NA
y48kl,7,V,L,VL,101,101
y48kl,8,V,L,VL,331,331
y48kl,9,V,L,VL,251,440
y48kl,10,V,L,VL,251,251
y48kl,11,V,L,VL,122,122
y48kl,12,V,L,VL,213,213
y48kl,13,V,L,VL,225,225
y48kl,14,V,L,VL,190,190
y48kl,15,V,L,VL,NA,NA
y48kl,16,V,L,VL,471,471
y48kl,17,V,L,VL,227,379
y48kl,18,V,L,VL,295,295
y48kl,19,V,L,VL,NA,NA
y48kl,20,V,L,VL,210,610
y48kl,21,I,H,IH,384,384
y48kl,22,I,H,IH,340,340
y48kl,23,I,H,IH,548,548
y48kl,24,I,H,IH,284,284
y48kl,25,I,H,IH,505,505
y48kl,26,I,H,IH,299,299
y48kl,27,I,H,IH,324,324
y48kl,28,I,H,IH,284,284
y48kl,29,I,H,IH,468,468
y48kl,32,I,H,IH,363,363
y48kl,33,I,H,IH,255,255
y48kl,34,I,H,IH,299,501
y48kl,35,I,H,IH,478,660
y48kl,36,I,H,IH,401,606
y48kl,37,I,H,IH,265,265
y48kl,38,I,H,IH,361,361
y48kl,39,I,H,IH,319,319
y48kl,40,I,H,IH,406,406
y48kl,41,V,H,VH,234,234
y48kl,42,V,H,VH,229,229
y48kl,43,V,H,VH,164,374
y48kl,45,V,H,VH,NA,NA
y48kl,46,V,H,VH,207,207
y48kl,47,V,H,VH,289,521
y48kl,49,V,H,VH,302,302
y48kl,50,V,H,VH,186,186
y48kl,51,V,H,VH,240,240
y48kl,52,V,H,VH,NA,NA
y48kl,53,V,H,VH,193,193
y48kl,54,V,H,VH,302,302
y48kl,57,V,H,VH,125,365
y48kl,58,V,H,VH,338,338
y48kl,59,V,H,VH,226,226
y48kl,60,V,H,VH,351,351
y48kl,61,I,L,IL,392,655
y48kl,62,I,L,IL,234,595
y48kl,64,I,L,IL,589,589
y48kl,65,I,L,IL,293,293
y48kl,66,I,L,IL,370,370
y48kl,67,I,L,IL,481,481
y48kl,68,I,L,IL,383,383
y48kl,69,I,L,IL,224,224
y48kl,70,I,L,IL,471,581
y48kl,72,I,L,IL,524,524
y48kl,73,I,L,IL,369,369
y48kl,75,I,L,IL,357,569
y48kl,76,I,L,IL,98,259
y48kl,77,I,L,IL,315,315
y48kl,78,I,L,IL,182,182
y48kl,79,I,L,IL,321,321
y48kl,80,I,L,IL,126,126
y48xnk,1,I,L,IL,NA,NA
y48xnk,3,I,L,IL,216,216
y48xnk,4,I,L,IL,196,196
y48xnk,5,I,L,IL,411,411
y48xnk,7,I,L,IL,467,467
y48xnk,8,I,L,IL,384,384
y48xnk,10,I,L,IL,314,314
y48xnk,12,I,L,IL,222,222
y48xnk,13,I,L,IL,191,191
y48xnk,14,I,L,IL,93,93
y48xnk,15,I,L,IL,347,347
y48xnk,16,I,L,IL,421,2130
y48xnk,17,I,L,IL,234,234
y48xnk,23,V,L,VL,NA,NA
y48xnk,24,V,L,VL,346,346
y48xnk,25,V,L,VL,NA,NA
y48xnk,26,V,L,VL,177,177
y48xnk,28,V,L,VL,NA,NA
y48xnk,29,V,L,VL,124,124
y48xnk,30,V,L,VL,197,197
y48xnk,31,V,L,VL,NA,NA
y48xnk,32,V,L,VL,NA,NA
y48xnk,33,V,L,VL,NA,NA
y48xnk,34,V,L,VL,253,253
y48xnk,35,V,L,VL,117,117
y48xnk,37,V,L,VL,135,135
y48xnk,41,I,H,IH,529,529
y48xnk,44,I,H,IH,367,367
y48xnk,45,I,H,IH,280,280
y48xnk,46,I,H,IH,457,457
y48xnk,48,I,H,IH,206,206
y48xnk,49,I,H,IH,395,395
y48xnk,50,I,H,IH,378,378
y48xnk,51,I,H,IH,441,441
y48xnk,52,I,H,IH,NA,NA
y48xnk,53,I,H,IH,155,155
y48xnk,54,I,H,IH,161,161
y48xnk,55,I,H,IH,352,352
y48xnk,57,I,H,IH,394,394
y48xnk,61,V,H,VH,NA,NA
y48xnk,62,V,H,VH,NA,NA
y48xnk,63,V,H,VH,259,259
y48xnk,64,V,H,VH,183,183
y48xnk,65,V,H,VH,192,192
y48xnk,66,V,H,VH,293,293
y48xnk,67,V,H,VH,NA,NA
y48xnk,68,V,H,VH,NA,NA
y48xnk,69,V,H,VH,204,204
y48xnk,71,V,H,VH,NA,NA
y48xnk,72,V,H,VH,169,306
y48xnk,73,V,H,VH,NA,NA
y48xnk,74,V,H,VH,126,126
y48xnk,75,V,H,VH,NA,NA
y48xnk,76,V,H,VH,NA,NA
y48xnk,78,V,H,VH,143,143
y48xnk,79,V,H,VH,NA,NA
y48xnk,80,V,H,VH,NA,NA
y49lxy,1,V,L,VL,218,218
y49lxy,2,V,L,VL,138,138
y49lxy,3,V,L,VL,NA,NA
y49lxy,4,V,L,VL,NA,NA
y49lxy,5,V,L,VL,202,202
y49lxy,6,V,L,VL,207,207
y49lxy,7,V,L,VL,246,246
y49lxy,8,V,L,VL,NA,NA
y49lxy,9,V,L,VL,264,264
y49lxy,10,V,L,VL,NA,NA
y49lxy,11,V,L,VL,NA,NA
y49lxy,12,V,L,VL,224,444
y49lxy,13,V,L,VL,NA,NA
y49lxy,14,V,L,VL,246,246
y49lxy,15,V,L,VL,NA,NA
y49lxy,16,V,L,VL,NA,NA
y49lxy,17,V,L,VL,NA,NA
y49lxy,19,V,L,VL,165,165
y49lxy,20,V,L,VL,NA,NA
y49lxy,22,I,H,IH,222,222
y49lxy,23,I,H,IH,236,236
y49lxy,24,I,H,IH,237,503
y49lxy,25,I,H,IH,209,209
y49lxy,26,I,H,IH,94,94
y49lxy,27,I,H,IH,156,156
y49lxy,28,I,H,IH,267,267
y49lxy,29,I,H,IH,NA,NA
y49lxy,30,I,H,IH,253,253
y49lxy,32,I,H,IH,NA,NA
y49lxy,33,I,H,IH,NA,NA
y49lxy,34,I,H,IH,148,394
y49lxy,35,I,H,IH,307,307
y49lxy,36,I,H,IH,NA,NA
y49lxy,37,I,H,IH,203,203
y49lxy,38,I,H,IH,172,172
y49lxy,39,I,H,IH,191,191
y49lxy,40,I,H,IH,362,362
y49lxy,41,V,H,VH,167,167
y49lxy,42,V,H,VH,217,217
y49lxy,43,V,H,VH,NA,NA
y49lxy,44,V,H,VH,163,163
y49lxy,45,V,H,VH,141,141
y49lxy,46,V,H,VH,150,150
y49lxy,47,V,H,VH,179,179
y49lxy,48,V,H,VH,NA,NA
y49lxy,49,V,H,VH,NA,NA
y49lxy,50,V,H,VH,NA,NA
y49lxy,51,V,H,VH,229,229
y49lxy,52,V,H,VH,NA,NA
y49lxy,53,V,H,VH,254,254
y49lxy,55,V,H,VH,221,221
y49lxy,56,V,H,VH,132,132
y49lxy,57,V,H,VH,193,193
y49lxy,58,V,H,VH,NA,NA
y49lxy,59,V,H,VH,129,129
y49lxy,60,V,H,VH,247,247
y49lxy,61,I,L,IL,184,184
y49lxy,62,I,L,IL,178,178
y49lxy,63,I,L,IL,273,273
y49lxy,64,I,L,IL,NA,NA
y49lxy,65,I,L,IL,338,493
y49lxy,66,I,L,IL,147,147
y49lxy,67,I,L,IL,302,302
y49lxy,68,I,L,IL,273,273
y49lxy,69,I,L,IL,196,319
y49lxy,70,I,L,IL,425,530
y49lxy,72,I,L,IL,347,347
y49lxy,73,I,L,IL,496,496
y49lxy,74,I,L,IL,309,309
y49lxy,75,I,L,IL,258,258
y49lxy,76,I,L,IL,490,490
y49lxy,77,I,L,IL,321,483
y49lxy,78,I,L,IL,163,163
y49lxy,79,I,L,IL,176,176
y49lxy,80,I,L,IL,224,224
y49xyj,1,I,H,IH,105,396
y49xyj,2,I,H,IH,199,199
y49xyj,3,I,H,IH,NA,NA
y49xyj,5,I,H,IH,165,326
y49xyj,6,I,H,IH,256,256
y49xyj,7,I,H,IH,130,218
y49xyj,8,I,H,IH,201,282
y49xyj,9,I,H,IH,262,262
y49xyj,11,I,H,IH,403,403
y49xyj,12,I,H,IH,340,340
y49xyj,13,I,H,IH,NA,NA
y49xyj,14,I,H,IH,427,427
y49xyj,16,I,H,IH,363,363
y49xyj,17,I,H,IH,390,390
y49xyj,18,I,H,IH,281,281
y49xyj,19,I,H,IH,197,381
y49xyj,20,I,H,IH,231,231
y49xyj,21,V,H,VH,NA,NA
y49xyj,22,V,H,VH,190,190
y49xyj,23,V,H,VH,NA,NA
y49xyj,24,V,H,VH,234,234
y49xyj,25,V,H,VH,261,261
y49xyj,26,V,H,VH,NA,NA
y49xyj,27,V,H,VH,NA,NA
y49xyj,28,V,H,VH,214,214
y49xyj,29,V,H,VH,217,217
y49xyj,30,V,H,VH,157,157
y49xyj,31,V,H,VH,229,371
y49xyj,32,V,H,VH,231,231
y49xyj,33,V,H,VH,197,197
y49xyj,34,V,H,VH,141,141
y49xyj,35,V,H,VH,NA,NA
y49xyj,36,V,H,VH,241,241
y49xyj,37,V,H,VH,194,194
y49xyj,38,V,H,VH,NA,NA
y49xyj,39,V,H,VH,164,164
y49xyj,40,V,H,VH,259,259
y49xyj,42,I,L,IL,305,305
y49xyj,43,I,L,IL,251,251
y49xyj,44,I,L,IL,315,315
y49xyj,46,I,L,IL,358,358
y49xyj,48,I,L,IL,273,273
y49xyj,49,I,L,IL,226,226
y49xyj,50,I,L,IL,321,487
y49xyj,51,I,L,IL,296,296
y49xyj,52,I,L,IL,NA,NA
y49xyj,53,I,L,IL,240,240
y49xyj,54,I,L,IL,164,164
y49xyj,55,I,L,IL,312,312
y49xyj,56,I,L,IL,241,241
y49xyj,57,I,L,IL,170,170
y49xyj,58,I,L,IL,345,345
y49xyj,59,I,L,IL,289,289
y49xyj,60,I,L,IL,343,343
y49xyj,61,V,L,VL,NA,NA
y49xyj,62,V,L,VL,421,421
y49xyj,63,V,L,VL,184,395
y49xyj,64,V,L,VL,214,297
y49xyj,65,V,L,VL,NA,NA
y49xyj,66,V,L,VL,239,239
y49xyj,67,V,L,VL,NA,NA
y49xyj,68,V,L,VL,321,321
y49xyj,69,V,L,VL,353,353
y49xyj,70,V,L,VL,157,157
y49xyj,71,V,L,VL,204,204
y49xyj,72,V,L,VL,338,338
y49xyj,73,V,L,VL,NA,NA
y49xyj,75,V,L,VL,330,330
y49xyj,76,V,L,VL,221,221
y49xyj,77,V,L,VL,422,686
y49xyj,78,V,L,VL,183,183
y49xyj,79,V,L,VL,247,247
y49xyj,80,V,L,VL,179,179
y4fqa,1,V,L,VL,272,272
y4fqa,3,V,L,VL,NA,NA
y4fqa,4,V,L,VL,415,415
y4fqa,5,V,L,VL,235,235
y4fqa,6,V,L,VL,328,328
y4fqa,7,V,L,VL,309,309
y4fqa,11,V,L,VL,286,286
y4fqa,12,V,L,VL,NA,NA
y4fqa,14,V,L,VL,234,234
y4fqa,16,V,L,VL,204,204
y4fqa,17,V,L,VL,361,361
y4fqa,18,V,L,VL,NA,NA
y4fqa,19,V,L,VL,298,298
y4fqa,22,I,H,IH,303,303
y4fqa,23,I,H,IH,239,239
y4fqa,24,I,H,IH,321,321
y4fqa,25,I,H,IH,398,398
y4fqa,28,I,H,IH,281,281
y4fqa,29,I,H,IH,496,496
y4fqa,30,I,H,IH,268,268
y4fqa,31,I,H,IH,228,228
y4fqa,33,I,H,IH,108,108
y4fqa,34,I,H,IH,NA,NA
y4fqa,35,I,H,IH,NA,NA
y4fqa,36,I,H,IH,298,298
y4fqa,37,I,H,IH,253,253
y4fqa,38,I,H,IH,132,132
y4fqa,40,I,H,IH,414,414
y4fqa,41,V,H,VH,353,353
y4fqa,43,V,H,VH,NA,NA
y4fqa,45,V,H,VH,314,314
y4fqa,47,V,H,VH,266,266
y4fqa,48,V,H,VH,NA,NA
y4fqa,50,V,H,VH,237,237
y4fqa,51,V,H,VH,245,245
y4fqa,52,V,H,VH,232,232
y4fqa,53,V,H,VH,214,214
y4fqa,55,V,H,VH,NA,NA
y4fqa,57,V,H,VH,294,294
y4fqa,58,V,H,VH,NA,NA
y4fqa,59,V,H,VH,133,133
y4fqa,62,I,L,IL,NA,NA
y4fqa,63,I,L,IL,NA,NA
y4fqa,64,I,L,IL,NA,NA
y4fqa,65,I,L,IL,267,267
y4fqa,66,I,L,IL,NA,NA
y4fqa,67,I,L,IL,265,265
y4fqa,68,I,L,IL,NA,NA
y4fqa,69,I,L,IL,348,348
y4fqa,70,I,L,IL,226,438
y4fqa,71,I,L,IL,NA,NA
y4fqa,73,I,L,IL,NA,NA
y4fqa,74,I,L,IL,636,636
y4fqa,75,I,L,IL,248,248
y4fqa,76,I,L,IL,406,406
y4fqa,78,I,L,IL,411,411
y5,1,I,H,IH,288,491
y5,2,I,H,IH,NA,NA
y5,3,I,H,IH,NA,NA
y5,5,I,H,IH,228,228
y5,6,I,H,IH,252,252
y5,7,I,H,IH,350,350
y5,9,I,H,IH,226,226
y5,10,I,H,IH,431,431
y5,12,I,H,IH,276,276
y5,13,I,H,IH,447,447
y5,15,I,H,IH,360,360
y5,18,I,H,IH,518,518
y5,20,I,H,IH,435,435
y5,21,V,H,VH,203,203
y5,22,V,H,VH,273,273
y5,23,V,H,VH,231,553
y5,24,V,H,VH,173,173
y5,25,V,H,VH,271,271
y5,26,V,H,VH,208,208
y5,27,V,H,VH,196,196
y5,28,V,H,VH,NA,NA
y5,31,V,H,VH,275,275
y5,32,V,H,VH,320,623
y5,33,V,H,VH,191,191
y5,36,V,H,VH,179,179
y5,37,V,H,VH,252,438
y5,38,V,H,VH,323,323
y5,39,V,H,VH,252,252
y5,40,V,H,VH,382,576
y5,41,I,L,IL,247,247
y5,44,I,L,IL,186,186
y5,45,I,L,IL,268,268
y5,47,I,L,IL,240,240
y5,49,I,L,IL,180,970
y5,50,I,L,IL,255,255
y5,51,I,L,IL,454,454
y5,53,I,L,IL,439,439
y5,54,I,L,IL,197,685
y5,56,I,L,IL,327,327
y5,57,I,L,IL,350,350
y5,59,I,L,IL,250,250
y5,61,V,L,VL,123,649
y5,64,V,L,VL,196,196
y5,65,V,L,VL,189,189
y5,69,V,L,VL,309,526
y5,70,V,L,VL,186,446
y5,71,V,L,VL,291,524
y5,72,V,L,VL,175,437
y5,74,V,L,VL,190,190
y5,76,V,L,VL,NA,NA
y5,78,V,L,VL,220,220
y5,79,V,L,VL,231,231
y50syx,2,I,H,IH,NA,NA
y50syx,3,I,H,IH,NA,NA
y50syx,4,I,H,IH,198,198
y50syx,5,I,H,IH,155,1040
y50syx,7,I,H,IH,552,552
y50syx,9,I,H,IH,310,562
y50syx,10,I,H,IH,202,202
y50syx,11,I,H,IH,NA,NA
y50syx,12,I,H,IH,187,187
y50syx,13,I,H,IH,386,386
y50syx,14,I,H,IH,239,1001
y50syx,15,I,H,IH,NA,NA
y50syx,16,I,H,IH,154,1066
y50syx,17,I,H,IH,317,317
y50syx,19,I,H,IH,NA,NA
y50syx,21,V,H,VH,NA,NA
y50syx,22,V,H,VH,NA,NA
y50syx,23,V,H,VH,NA,NA
y50syx,25,V,H,VH,105,105
y50syx,26,V,H,VH,201,201
y50syx,27,V,H,VH,165,165
y50syx,29,V,H,VH,286,286
y50syx,30,V,H,VH,189,308
y50syx,31,V,H,VH,NA,NA
y50syx,34,V,H,VH,155,155
y50syx,36,V,H,VH,160,160
y50syx,37,V,H,VH,NA,NA
y50syx,38,V,H,VH,NA,NA
y50syx,40,V,H,VH,95,95
y50syx,41,I,L,IL,119,301
y50syx,43,I,L,IL,234,234
y50syx,44,I,L,IL,300,300
y50syx,45,I,L,IL,153,153
y50syx,46,I,L,IL,252,355
y50syx,49,I,L,IL,NA,NA
y50syx,51,I,L,IL,340,340
y50syx,52,I,L,IL,218,218
y50syx,54,I,L,IL,259,1160
y50syx,56,I,L,IL,375,375
y50syx,57,I,L,IL,360,788
y50syx,58,I,L,IL,215,381
y50syx,60,I,L,IL,410,410
y50syx,61,V,L,VL,184,184
y50syx,62,V,L,VL,NA,NA
y50syx,63,V,L,VL,191,191
y50syx,65,V,L,VL,277,277
y50syx,67,V,L,VL,NA,NA
y50syx,68,V,L,VL,NA,NA
y50syx,69,V,L,VL,128,128
y50syx,70,V,L,VL,155,155
y50syx,71,V,L,VL,NA,NA
y50syx,72,V,L,VL,253,253
y50syx,73,V,L,VL,240,240
y50syx,74,V,L,VL,NA,NA
y50syx,75,V,L,VL,166,166
y50syx,76,V,L,VL,282,282
y50syx,78,V,L,VL,NA,NA
y50syx,79,V,L,VL,242,242
y50syx,80,V,L,VL,NA,NA
y50xb,1,V,H,VH,NA,NA
y50xb,2,V,H,VH,NA,NA
y50xb,3,V,H,VH,NA,NA
y50xb,5,V,H,VH,NA,NA
y50xb,7,V,H,VH,NA,NA
y50xb,9,V,H,VH,217,217
y50xb,10,V,H,VH,212,212
y50xb,11,V,H,VH,NA,NA
y50xb,12,V,H,VH,190,190
y50xb,13,V,H,VH,NA,NA
y50xb,14,V,H,VH,NA,NA
y50xb,15,V,H,VH,197,197
y50xb,16,V,H,VH,251,251
y50xb,18,V,H,VH,286,286
y50xb,19,V,H,VH,242,402
y50xb,20,V,H,VH,NA,NA
y50xb,22,I,L,IL,139,139
y50xb,23,I,L,IL,301,301
y50xb,25,I,L,IL,160,160
y50xb,26,I,L,IL,197,197
y50xb,27,I,L,IL,295,295
y50xb,28,I,L,IL,172,533
y50xb,29,I,L,IL,203,203
y50xb,30,I,L,IL,326,326
y50xb,31,I,L,IL,337,502
y50xb,32,I,L,IL,193,479
y50xb,33,I,L,IL,149,249
y50xb,34,I,L,IL,NA,NA
y50xb,35,I,L,IL,378,378
y50xb,36,I,L,IL,487,487
y50xb,37,I,L,IL,227,227
y50xb,38,I,L,IL,346,346
y50xb,39,I,L,IL,325,325
y50xb,40,I,L,IL,NA,NA
y50xb,41,V,L,VL,256,256
y50xb,43,V,L,VL,290,290
y50xb,44,V,L,VL,204,204
y50xb,45,V,L,VL,141,141
y50xb,46,V,L,VL,290,290
y50xb,47,V,L,VL,147,147
y50xb,48,V,L,VL,197,197
y50xb,49,V,L,VL,86,86
y50xb,51,V,L,VL,NA,NA
y50xb,52,V,L,VL,NA,NA
y50xb,53,V,L,VL,205,205
y50xb,54,V,L,VL,143,143
y50xb,55,V,L,VL,282,282
y50xb,56,V,L,VL,89,89
y50xb,58,V,L,VL,207,207
y50xb,59,V,L,VL,211,211
y50xb,60,V,L,VL,NA,NA
y50xb,61,I,H,IH,395,395
y50xb,62,I,H,IH,111,419
y50xb,63,I,H,IH,326,326
y50xb,64,I,H,IH,NA,NA
y50xb,66,I,H,IH,208,511
y50xb,67,I,H,IH,271,271
y50xb,69,I,H,IH,161,498
y50xb,72,I,H,IH,201,201
y50xb,73,I,H,IH,452,452
y50xb,74,I,H,IH,177,342
y50xb,75,I,H,IH,239,399
y50xb,76,I,H,IH,241,241
y50xb,77,I,H,IH,500,500
y50xb,78,I,H,IH,346,429
y50xb,79,I,H,IH,155,303
y50xb,80,I,H,IH,NA,NA
y51xzl,1,I,L,IL,281,281
y51xzl,2,I,L,IL,NA,NA
y51xzl,3,I,L,IL,NA,NA
y51xzl,4,I,L,IL,258,456
y51xzl,5,I,L,IL,152,377
y51xzl,7,I,L,IL,204,204
y51xzl,8,I,L,IL,470,470
y51xzl,10,I,L,IL,171,391
y51xzl,11,I,L,IL,165,326
y51xzl,12,I,L,IL,187,187
y51xzl,13,I,L,IL,NA,NA
y51xzl,14,I,L,IL,269,269
y51xzl,15,I,L,IL,NA,NA
y51xzl,16,I,L,IL,NA,NA
y51xzl,17,I,L,IL,242,242
y51xzl,18,I,L,IL,173,173
y51xzl,19,I,L,IL,277,277
y51xzl,20,I,L,IL,167,167
y51xzl,21,V,L,VL,312,312
y51xzl,22,V,L,VL,NA,NA
y51xzl,23,V,L,VL,152,152
y51xzl,24,V,L,VL,NA,NA
y51xzl,25,V,L,VL,NA,NA
y51xzl,26,V,L,VL,285,285
y51xzl,27,V,L,VL,299,299
y51xzl,28,V,L,VL,NA,NA
y51xzl,29,V,L,VL,231,231
y51xzl,30,V,L,VL,231,231
y51xzl,31,V,L,VL,NA,NA
y51xzl,32,V,L,VL,NA,NA
y51xzl,33,V,L,VL,248,248
y51xzl,34,V,L,VL,NA,NA
y51xzl,35,V,L,VL,NA,NA
y51xzl,36,V,L,VL,NA,NA
y51xzl,37,V,L,VL,264,264
y51xzl,38,V,L,VL,188,188
y51xzl,39,V,L,VL,248,248
y51xzl,40,V,L,VL,233,233
y51xzl,41,I,H,IH,303,420
y51xzl,42,I,H,IH,349,349
y51xzl,44,I,H,IH,270,270
y51xzl,45,I,H,IH,203,203
y51xzl,46,I,H,IH,NA,NA
y51xzl,47,I,H,IH,NA,NA
y51xzl,48,I,H,IH,368,368
y51xzl,49,I,H,IH,NA,NA
y51xzl,50,I,H,IH,310,310
y51xzl,51,I,H,IH,135,135
y51xzl,52,I,H,IH,NA,NA
y51xzl,53,I,H,IH,NA,NA
y51xzl,54,I,H,IH,395,395
y51xzl,55,I,H,IH,87,227
y51xzl,56,I,H,IH,NA,NA
y51xzl,57,I,H,IH,227,227
y51xzl,58,I,H,IH,603,603
y51xzl,59,I,H,IH,153,382
y51xzl,61,V,H,VH,NA,NA
y51xzl,63,V,H,VH,NA,NA
y51xzl,64,V,H,VH,NA,NA
y51xzl,65,V,H,VH,266,266
y51xzl,66,V,H,VH,NA,NA
y51xzl,67,V,H,VH,NA,NA
y51xzl,68,V,H,VH,217,217
y51xzl,69,V,H,VH,161,161
y51xzl,70,V,H,VH,232,232
y51xzl,71,V,H,VH,NA,NA
y51xzl,72,V,H,VH,NA,NA
y51xzl,73,V,H,VH,278,278
y51xzl,74,V,H,VH,NA,NA
y51xzl,75,V,H,VH,NA,NA
y51xzl,76,V,H,VH,NA,NA
y51xzl,77,V,H,VH,168,168
y51xzl,78,V,H,VH,NA,NA
y51xzl,79,V,H,VH,296,396
y51xzl,80,V,H,VH,329,329
y52sky,1,V,L,VL,235,235
y52sky,10,V,L,VL,NA,NA
y52sky,11,V,L,VL,124,124
y52sky,14,V,L,VL,NA,NA
y52sky,15,V,L,VL,NA,NA
y52sky,16,V,L,VL,183,183
y52sky,19,V,L,VL,202,202
y52sky,20,V,L,VL,NA,NA
y52sky,22,I,H,IH,287,583
y52sky,23,I,H,IH,380,380
y52sky,25,I,H,IH,242,375
y52sky,26,I,H,IH,424,424
y52sky,29,I,H,IH,330,330
y52sky,33,I,H,IH,180,180
y52sky,36,I,H,IH,486,486
y52sky,39,I,H,IH,193,193
y52sky,40,I,H,IH,297,297
y52sky,41,V,H,VH,349,349
y52sky,42,V,H,VH,237,237
y52sky,44,V,H,VH,NA,NA
y52sky,45,V,H,VH,243,243
y52sky,46,V,H,VH,NA,NA
y52sky,48,V,H,VH,207,207
y52sky,50,V,H,VH,232,232
y52sky,51,V,H,VH,NA,NA
y52sky,52,V,H,VH,NA,NA
y52sky,60,V,H,VH,NA,NA
y52sky,62,I,L,IL,378,378
y52sky,63,I,L,IL,247,247
y52sky,64,I,L,IL,272,440
y52sky,67,I,L,IL,292,292
y52sky,68,I,L,IL,573,573
y52sky,69,I,L,IL,NA,NA
y52sky,71,I,L,IL,NA,NA
y52sky,72,I,L,IL,467,467
y52sky,74,I,L,IL,255,255
y52sky,76,I,L,IL,416,416
y52sky,77,I,L,IL,246,246
y52sky,78,I,L,IL,338,338
y52sky,80,I,L,IL,343,343
y53wyj,1,I,H,IH,228,228
y53wyj,3,I,H,IH,223,223
y53wyj,4,I,H,IH,199,515
y53wyj,7,I,H,IH,NA,NA
y53wyj,10,I,H,IH,325,325
y53wyj,11,I,H,IH,360,360
y53wyj,12,I,H,IH,184,469
y53wyj,13,I,H,IH,NA,NA
y53wyj,15,I,H,IH,171,171
y53wyj,16,I,H,IH,NA,NA
y53wyj,17,I,H,IH,218,218
y53wyj,18,I,H,IH,180,180
y53wyj,19,I,H,IH,298,298
y53wyj,20,I,H,IH,253,253
y53wyj,21,V,H,VH,NA,NA
y53wyj,23,V,H,VH,NA,NA
y53wyj,25,V,H,VH,NA,NA
y53wyj,28,V,H,VH,NA,NA
y53wyj,30,V,H,VH,NA,NA
y53wyj,31,V,H,VH,187,187
y53wyj,32,V,H,VH,215,615
y53wyj,33,V,H,VH,235,235
y53wyj,34,V,H,VH,NA,NA
y53wyj,35,V,H,VH,109,109
y53wyj,36,V,H,VH,267,267
y53wyj,37,V,H,VH,142,142
y53wyj,38,V,H,VH,NA,NA
y53wyj,39,V,H,VH,NA,NA
y53wyj,40,V,H,VH,NA,NA
y53wyj,42,I,L,IL,NA,NA
y53wyj,43,I,L,IL,234,234
y53wyj,44,I,L,IL,162,162
y53wyj,45,I,L,IL,249,249
y53wyj,46,I,L,IL,172,563
y53wyj,48,I,L,IL,217,217
y53wyj,49,I,L,IL,200,500
y53wyj,50,I,L,IL,287,287
